POI_ID *,LATITUDE,LONGTITUDE,STREET_NO,STREET,CITY,PROVINCE,COUNTRY,POSTAL_CODE,BRAND_NAME,FEATURE_NAME
11128100075,16.74271,-93.17127,,,TUXTLA GUTIÉRREZ,CHIAPAS,MX,,GEN DIV P A ANGEL H CORZO MOLINA,MMTB
11128100076,25.562995,-103.398085,,,TORREÓN,COAHUILA,MX,,FRANCISCO SARABIA INT'L,TRC
11128100077,16.564975,-93.011489,,,TUXTLA GUTIÉRREZ,CHIAPAS,MX,,FRANCISCO SARABIA NATIONAL,TGZ
11128100078,32.547001,-116.974762,,,TIJUANA,BAJA CALIFORNIA NORTE,MX,,GEN ABELARDO L RODRIGUEZ INTL,TIJ
11128100079,22.288511,-97.871008,,,TAMPICO,TAMAULIPAS,MX,,GEN FRANCISCO JAVIER MINA,TAM
11128100080,22.045541,-98.80453,,,TAMUIN,SAN LUIS POTOSI,MX,,TAMUIN,TSL
11128100081,19.334817,-99.57381,,,TOLUCA,MÉXICO,MX,,LIC ADOLFO LOPEZ MATEOS INTL,TLC
11128100082,14.78784,-92.365578,,,TAPACHULA,CHIAPAS,MX,,TAPACHULA,TAP
11128100083,19.5929,-103.377921,,,TUXPAN,JALISCO,MX,,ZAPOTILTIC,WIX
11128100084,21.044314,-86.871643,,,CANCUN,QUINTANA ROO,MX,,CANCUN,CUN
11128100085,17.981001,-92.823824,,,VILLAHERMOSA,TABASCO,MX,,C P A CARLOS ROVIROSA INTL,VSA
11128100086,19.141768,-96.180134,,,VERACRUZ,VERACRUZ,MX,,GEN HERIBERTO JARA INTL,VER
11128100087,22.906986,-102.675661,,,ZACATECAS,ZACATECAS,MX,,GEN LEOBARDO C RUIZ INTL,ZCL
11128100088,17.6082,-101.46462,,,ZIHUATANEJO,GUERRERO,MX,,IXTAPA-ZIHUATANEJO INT'L,ZIH
11128100089,19.149731,-104.560853,,,MANZANILLO,COLIMA,MX,,PLAYA DE ORO INTL,ZLO
11128100090,20.75192,-103.446615,,,ZAPOPAN,JALISCO,MX,,ZAPOPAN,MMZP
11128100091,25.042172,-111.612212,,,CIUDAD CONSTITUCIÓN,BCS,MX,,ARROYO CAPO,VIB
11128100092,28.975465,-113.551744,,,BAHIA DE LOS ANGELES,BC,MX,,BAHIA DE LOS ANGELES,BHL
11128100093,27.288002,-112.936476,,,SAN IGNACIO,BCS,MX,,SAN IGNACIO,SGM
11128100094,32.44585,-114.80111,,,SAN LUIS RÍO COLORADO,SONORA,MX,,SAN LUIS RÍO COLORADO,UAC
11128100095,20.620773,-87.078912,,,PLAYA DEL CARMEN,QUINTANA ROO,MX,,PLAYA DEL CARMEN,PCM
11128100096,16.207496,-95.204029,,,SALINA CRUZ,OAXACA,MX,,SALINA CRUZ,SCX
11128100097,27.06782,-111.95748,,,PUNTA CHIVATO,BCS,MX,,PUNTA CHIVATO,PCV
11128100098,27.037009,-108.948214,,,ALAMOS,SONORA,MX,,ALAMOS,XAL
